Objective,Arch,Prompt,Model,Scenario,num_runs,num_seeds,seeds,mean_total_deliveries,std_total_deliveries,mean_total_steps,std_total_steps,mean_deliveries_per_1000_steps,std_deliveries_per_1000_steps,mean_llm_calls_per_1000_steps,std_llm_calls_per_1000_steps,mean_llm_calls_per_delivery,std_llm_calls_per_delivery,mean_invalid_action_rate,std_invalid_action_rate,mean_json_failure_rate,std_json_failure_rate,mean_charging_station_utilization_rate,std_charging_station_utilization_rate,mean_steps_to_first_delivery,std_steps_to_first_delivery
Shelf Deliveries,Centralized,Natural,phi4,medium_balanced_4v4,1,1,0,0,,200,,0,,910,,,,0,,,,,,,
Shelf Deliveries,Centralized,Natural,phi4,medium_agv_heavy_6v2,1,1,0,0,,200,,0,,860,,,,0,,,,,,,
Shelf Deliveries,Centralized,Natural,qwen 14b (2.5),tiny_balanced_1v1,1,1,0,1,,232,,4.31034482759,,120.689655172,,28,,0,,,,,,32,
Shelf Deliveries,Centralized,Natural,qwen 14b (2.5),small_picker_heavy_2v4,1,1,0,1,,368,,2.71739130435,,377.717391304,,139,,0,,,,,,168,
Shelf Deliveries,Centralized,Natural,qwen 14b (2.5),small_balanced_2v2,1,1,0,2,,366,,5.46448087432,,551.912568306,,101,,0,,,,,,116,
Shelf Deliveries,Centralized,Natural,qwen 14b (2.5),small_agv_heavy_4v2,1,1,0,0,,200,,0,,1000,,,,0,,,,,,,
Shelf Deliveries,Centralized,Natural,qwen 14b (2.5),medium_balanced_4v4,1,1,0,0,,200,,0,,745,,,,0,,,,,,,
Shelf Deliveries,Centralized,Natural,qwen 14b (2.5),medium_agv_heavy_6v2,1,1,0,0,,200,,0,,565,,,,0,,,,,,,
Shelf Deliveries,Shared,Json,llama 1b (3.2),tiny_balanced_1v1,1,1,0,0,,200,,0,,615,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,llama 1b (3.2),small_picker_heavy_2v4,1,1,0,0,,200,,0,,1690,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,llama 1b (3.2),small_balanced_2v2,1,1,0,0,,200,,0,,930,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,llama 1b (3.2),small_agv_heavy_4v2,1,1,0,0,,200,,0,,970,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,llama 1b (3.2),medium_balanced_4v4,1,1,0,0,,200,,0,,1090,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,llama 1b (3.2),medium_agv_heavy_6v2,1,1,0,0,,200,,0,,2005,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,llama 3b (3.2),tiny_balanced_1v1,1,1,0,0,,200,,0,,510,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,llama 3b (3.2),small_picker_heavy_2v4,1,1,0,0,,200,,0,,1420,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,llama 3b (3.2),small_balanced_2v2,1,1,0,0,,200,,0,,855,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,llama 3b (3.2),small_agv_heavy_4v2,1,1,0,0,,200,,0,,965,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,llama 3b (3.2),medium_balanced_4v4,1,1,0,0,,200,,0,,340,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,llama 3b (3.2),medium_agv_heavy_6v2,1,1,0,0,,200,,0,,430,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,mistral 7b,tiny_balanced_1v1,1,1,0,0,,200,,0,,1350,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,mistral 7b,small_picker_heavy_2v4,1,1,0,0,,200,,0,,1305,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,mistral 7b,small_balanced_2v2,1,1,0,0,,200,,0,,990,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,mistral 7b,small_agv_heavy_4v2,1,1,0,0,,200,,0,,790,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,mistral 7b,medium_balanced_4v4,1,1,0,0,,200,,0,,350,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,mistral 7b,medium_agv_heavy_6v2,1,1,0,0,,200,,0,,360,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,gemma 12b,tiny_balanced_1v1,1,1,0,0,,200,,0,,830,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,gemma 12b,small_picker_heavy_2v4,1,1,0,0,,200,,0,,655,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,gemma 12b,small_balanced_2v2,1,1,0,0,,200,,0,,1090,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,gemma 12b,small_agv_heavy_4v2,1,1,0,0,,200,,0,,700,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,gemma 12b,medium_balanced_4v4,1,1,0,0,,200,,0,,1270,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,gemma 12b,medium_agv_heavy_6v2,1,1,0,0,,200,,0,,870,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,phi4,tiny_balanced_1v1,1,1,0,0,,200,,0,,1430,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,phi4,small_picker_heavy_2v4,1,1,0,0,,200,,0,,2020,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,phi4,small_balanced_2v2,1,1,0,0,,200,,0,,1620,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,phi4,small_agv_heavy_4v2,1,1,0,0,,200,,0,,1950,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,phi4,medium_balanced_4v4,1,1,0,0,,200,,0,,3870,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,phi4,medium_agv_heavy_6v2,1,1,0,0,,200,,0,,2325,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,qwen 14b (2.5),tiny_balanced_1v1,1,1,0,0,,200,,0,,1460,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,qwen 14b (2.5),small_picker_heavy_2v4,1,1,0,0,,200,,0,,785,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,qwen 14b (2.5),small_balanced_2v2,1,1,0,0,,200,,0,,910,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,qwen 14b (2.5),small_agv_heavy_4v2,1,1,0,0,,200,,0,,345,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,qwen 14b (2.5),medium_balanced_4v4,1,1,0,0,,200,,0,,1365,,,,0,,0,,,,,
Shelf Deliveries,Shared,Json,qwen 14b (2.5),medium_agv_heavy_6v2,1,1,0,0,,200,,0,,1795,,,,0,,0,,,,,
Shelf Deliveries,Shared,Natural,llama 1b (3.2),tiny_balanced_1v1,1,1,0,1,,353,,2.8328611898,,345.609065156,,122,,0.016393442623,,,,,,153,
Shelf Deliveries,Shared,Natural,llama 1b (3.2),small_picker_heavy_2v4,1,1,0,1,,374,,2.67379679144,,743.315508021,,278,,0.0107913669065,,,,,,174,
Shelf Deliveries,Shared,Natural,llama 1b (3.2),small_balanced_2v2,1,1,0,0,,200,,0,,510,,,,0.00980392156863,,,,,,,
Shelf Deliveries,Shared,Natural,llama 1b (3.2),small_agv_heavy_4v2,1,1,0,1,,341,,2.93255131965,,762.463343109,,260,,0.00384615384615,,,,,,141,
Shelf Deliveries,Shared,Natural,llama 1b (3.2),medium_balanced_4v4,1,1,0,0,,200,,0,,885,,,,0.00564971751412,,,,,,,
Shelf Deliveries,Shared,Natural,llama 1b (3.2),medium_agv_heavy_6v2,1,1,0,0,,200,,0,,710,,,,0.00704225352113,,,,,,,
Shelf Deliveries,Shared,Natural,llama 3b (3.2),tiny_balanced_1v1,1,1,0,1,,270,,3.7037037037,,333.333333333,,90,,0,,,,,,70,
Shelf Deliveries,Shared,Natural,llama 3b (3.2),small_picker_heavy_2v4,1,1,0,0,,200,,0,,795,,,,0,,,,,,,
Shelf Deliveries,Shared,Natural,llama 3b (3.2),small_balanced_2v2,1,1,0,2,,341,,5.8651026393,,656.891495601,,112,,0,,,,,,135,
Shelf Deliveries,Shared,Natural,llama 3b (3.2),small_agv_heavy_4v2,1,1,0,1,,369,,2.71002710027,,962.059620596,,355,,0,,,,,,169,
Shelf Deliveries,Shared,Natural,llama 3b (3.2),medium_balanced_4v4,1,1,0,2,,416,,4.80769230769,,872.596153846,,181.5,,0,,,,,,151,
Shelf Deliveries,Shared,Natural,llama 3b (3.2),medium_agv_heavy_6v2,1,1,0,0,,200,,0,,545,,,,0,,,,,,,
Shelf Deliveries,Shared,Natural,mistral 7b,tiny_balanced_1v1,1,1,0,1,,284,,3.52112676056,,235.915492958,,67,,0,,,,,,84,
Shelf Deliveries,Shared,Natural,mistral 7b,small_picker_heavy_2v4,1,1,0,1,,399,,2.50626566416,,884.711779449,,353,,0,,,,,,199,
Shelf Deliveries,Shared,Natural,mistral 7b,small_balanced_2v2,1,1,0,2,,346,,5.78034682081,,817.919075145,,141.5,,0,,,,,,59,
Shelf Deliveries,Shared,Natural,mistral 7b,small_agv_heavy_4v2,1,1,0,0,,200,,0,,625,,,,0,,,,,,,
Shelf Deliveries,Shared,Natural,mistral 7b,medium_balanced_4v4,1,1,0,0,,200,,0,,1615,,,,0.0526315789474,,,,,,,
Shelf Deliveries,Shared,Natural,mistral 7b,medium_agv_heavy_6v2,1,1,0,0,,200,,0,,1985,,,,0.0780856423174,,,,,,,
Shelf Deliveries,Shared,Natural,gemma 12b,tiny_balanced_1v1,1,1,0,1,,283,,3.53356890459,,519.434628975,,147,,0,,,,,,83,
Shelf Deliveries,Shared,Natural,gemma 12b,small_picker_heavy_2v4,1,1,0,0,,200,,0,,1715,,,,0,,,,,,,
Shelf Deliveries,Shared,Natural,gemma 12b,small_balanced_2v2,1,1,0,1,,332,,3.01204819277,,825.301204819,,274,,0,,,,,,132,
Shelf Deliveries,Shared,Natural,gemma 12b,small_agv_heavy_4v2,1,1,0,1,,275,,3.63636363636,,989.090909091,,272,,0,,,,,,75,
Shelf Deliveries,Shared,Natural,gemma 12b,medium_balanced_4v4,1,1,0,0,,200,,0,,1845,,,,0.00542005420054,,,,,,,
Shelf Deliveries,Shared,Natural,gemma 12b,medium_agv_heavy_6v2,1,1,0,0,,200,,0,,1840,,,,0.00271739130435,,,,,,,
Shelf Deliveries,Shared,Natural,phi4,tiny_balanced_1v1,1,1,0,1,,279,,3.58422939068,,541.218637993,,151,,0,,,,,,79,
Shelf Deliveries,Shared,Natural,phi4,small_picker_heavy_2v4,1,1,0,0,,200,,0,,635,,,,0,,,,,,,
Shelf Deliveries,Shared,Natural,phi4,small_balanced_2v2,1,1,0,0,,200,,0,,645,,,,0,,,,,,,
Shelf Deliveries,Shared,Natural,phi4,small_agv_heavy_4v2,1,1,0,0,,200,,0,,840,,,,0,,,,,,,
Shelf Deliveries,Shared,Natural,phi4,medium_balanced_4v4,1,1,0,0,,200,,0,,1725,,,,0,,,,,,,
Shelf Deliveries,Shared,Natural,phi4,medium_agv_heavy_6v2,1,1,0,1,,315,,3.1746031746,,1120.63492063,,353,,0,,,,,,115,
Shelf Deliveries,Shared,Natural,qwen 14b (2.5),tiny_balanced_1v1,1,1,0,1,,278,,3.59712230216,,586.330935252,,163,,0,,,,,,78,
Shelf Deliveries,Shared,Natural,qwen 14b (2.5),small_picker_heavy_2v4,1,1,0,0,,200,,0,,935,,,,0,,,,,,,
Shelf Deliveries,Shared,Natural,qwen 14b (2.5),small_balanced_2v2,1,1,0,1,,271,,3.69003690037,,763.837638376,,207,,0,,,,,,71,
Shelf Deliveries,Shared,Natural,qwen 14b (2.5),small_agv_heavy_4v2,1,1,0,2,,373,,5.36193029491,,967.828418231,,180.5,,0.00277008310249,,,,,,93,
Shelf Deliveries,Shared,Natural,qwen 14b (2.5),medium_balanced_4v4,1,1,0,0,,200,,0,,830,,,,0,,,,,,,
Shelf Deliveries,Shared,Natural,qwen 14b (2.5),medium_agv_heavy_6v2,1,1,0,3,,488,,6.14754098361,,875,,142.333333333,,0.00234192037471,,,,,,157,
Battery,Centralized,Natural,gemma 12b,tiny_balanced_1v1,1,1,0,6,,1495,,4.01337792642,,759.866220736,,189.333333333,,0,,,,0.191304347826,,111,
Battery,Centralized,Natural,gemma 12b,small_balanced_2v2,1,1,0,10,,1590,,6.2893081761,,688.050314465,,109.4,,0.0091407678245,,,,0.144182389937,,167,
Battery,Centralized,Natural,gemma 12b,small_agv_heavy_4v2,1,1,0,9,,1352,,6.65680473373,,515.532544379,,77.4444444444,,0.159253945481,,,,0.0984960552268,,31,
Battery,Centralized,Natural,gemma 12b,medium_balanced_4v4,1,1,0,8,,1471,,5.43847722638,,646.498980286,,118.875,,0.19032597266,,,,0.12474507138,,59,
Battery,Centralized,Natural,gemma 12b,medium_agv_heavy_6v2,1,1,0,4,,1006,,3.97614314115,,618.290258449,,155.5,,0.123794212219,,,,0.0726888667992,,76,
Battery,Shared,Natural,llama 1b (3.2),tiny_balanced_1v1,4,2,0;100,5,1.82574185835,1100.25,330.223535402,4.56752801612,1.22112485702,550.711189215,75.8257975239,131.354166667,54.7514744855,0,0,,,0.21911781492,0.0895219420197,61.5,34.5398320783
Battery,Shared,Natural,llama 1b (3.2),small_picker_heavy_2v4,4,2,0;100,5,1.82574185835,879.5,211.629393044,5.55237836171,0.778456912881,2548.19051903,403.435558903,473.223214286,140.528437074,0,0,,,0.313053016677,0.211548458406,40.5,1.29099444874
Battery,Shared,Natural,llama 1b (3.2),small_balanced_2v2,4,2,0;100,6.5,5.80229839518,1193.75,633.459483051,4.38810819852,3.07361595334,965.157530888,403.191595688,201.723809524,33.7253048982,0,0,,,0.152042300074,0.0588226451071,64,21.2837966538
Battery,Shared,Natural,llama 1b (3.2),small_agv_heavy_4v2,4,2,0;100,12,5.94418483338,1202.75,497.711680259,9.68337889108,2.20575823426,1828.71557771,206.013878686,199.939849624,71.3388569951,0,0,,,0.132538484799,0.00489096119632,40.5,5
Battery,Shared,Natural,llama 1b (3.2),medium_balanced_4v4,4,2,0;100,9.25,4.34932945023,998,346.538117192,9.07850408019,1.86053425848,2991.42165934,739.486663793,354.702380952,167.206812415,0,0,,,0.0332200521154,0.0186787013571,44.5,5.74456264654
Battery,Shared,Natural,llama 1b (3.2),medium_agv_heavy_6v2,4,2,0;100,6.75,1.8929694486,768,228.214811088,8.97855413353,2.44138387975,2462.54953233,174.548262485,290.03125,78.6224082111,0,0,,,0.0212408112653,0.0262999217663,40.75,2.98607881119
Battery,Shared,Natural,llama 3b (3.2),tiny_balanced_1v1,4,2,0;100,8,9.05538513814,1157.25,715.73383088,5.07920073993,4.17297067025,1273.16429154,494.783200172,517.4875,469.23620984,0,0,,,0.309094237715,0.135759537213,41.5,3
Battery,Shared,Natural,llama 3b (3.2),small_picker_heavy_2v4,4,2,0;100,17,6,1701.5,517.580589538,9.84587334759,1.59753052156,2561.05153006,189.194213529,267.21875,60.7704539469,0,0,,,0.15040243956,0.0563730548783,40,6
Battery,Shared,Natural,llama 3b (3.2),small_balanced_2v2,4,2,0;100,7.5,5.06622805119,1301,824.490549774,5.59614292973,1.41754457621,1747.48485598,201.310894538,326.946428572,89.7364503822,0,0,,,0.185533442961,0.0280370799641,91,72.1017799133
Battery,Shared,Natural,llama 3b (3.2),small_agv_heavy_4v2,4,2,0;100,16,8,946,236.337329538,16.069681124,6.92357553817,2131.68904113,263.482242157,158.825,82.3824263218,0,0,,,0.105401740269,0.0457466090444,41.5,7
Battery,Shared,Natural,llama 3b (3.2),medium_balanced_4v4,4,2,0;100,16.25,5.6789083458,1113,209.246266394,14.4856598737,4.63358699048,2699.81680804,380.747136955,195.340441177,37.7804723498,0,0,,,0.0898753923925,0.046459982957,34.25,10.0124921973
Battery,Shared,Natural,llama 3b (3.2),medium_agv_heavy_6v2,4,2,0;100,18,4,902.5,104.857045543,20.4199939264,6.05845557982,2830.26756634,583.268395272,142.529166667,18.1363987147,0,0,,,0.120340610866,0.0626349688388,45,10
Battery,Shared,Natural,mistral 7b,tiny_balanced_1v1,4,2,0;100,7.5,1.29099444874,1107.75,116.631542332,6.80629257313,1.14999237816,1064.54171286,47.5201362597,160.812996032,35.3499090864,0.121674491393,0.243348982785,,,0.257685766179,0.00937572044577,105.75,57.9216424721
Battery,Shared,Natural,mistral 7b,small_picker_heavy_2v4,3,2,0;100,4.66666666667,2.51661147842,838,246.811669092,5.3496984833,1.98974934397,3032.05484693,154.960900273,633.004761905,267.1178179,0.000270822345315,0.000266224721134,,,0.268843313124,0.0525079499637,36.6666666667,10.9696551146
Battery,Shared,Natural,mistral 7b,small_balanced_2v2,3,2,0;100,9,4,1398.66666667,415.829692703,6.24108594629,1.21589175284,1458.43012539,371.015035705,231.887749288,20.456755029,0.000113301608883,0.000196244143165,,,0.224770477175,0.0569191818245,51,10.3923048454
Battery,Shared,Natural,mistral 7b,small_agv_heavy_4v2,3,2,0;100,15.6666666667,3.21455025366,1762.66666667,511.865542241,9.18987734388,2.45600352469,1755.75812467,321.25015859,205.592592592,82.5187844934,6.97788012003e-05,0.00012086042897,,,0.150852118501,0.0337673936395,45.6666666667,4.04145188433
Battery,Shared,Natural,mistral 7b,medium_balanced_4v4,3,2,0;100,12.6666666667,5.7735026919,1569.33333333,431.812845262,7.74932457966,1.97772101957,2437.64775883,1162.3234256,358.777777778,274.64049602,0.000116918040454,0.000202507986387,,,0.185562241952,0.0687789788083,48,1.73205080757
Battery,Shared,Natural,mistral 7b,medium_agv_heavy_6v2,3,2,0;100,16.3333333333,0.57735026919,1154,71.9235705454,14.2133920014,1.43754890056,2127.22134338,359.053806813,150.350490196,28.3290427062,0.000161108425971,0.000279047979309,,,0.124904881755,0.042199218577,38,1.73205080757
Battery,Shared,Natural,gemma 12b,tiny_balanced_1v1,2,2,0;100,8,9.89949493661,1084.5,777.110352524,5.52454271954,5.16949340369,585.332136034,346.687695082,136.233333333,64.7238407046,0,0,,,0.100117251399,0.0107393778628,55.5,28.9913780286
Battery,Shared,Natural,gemma 12b,small_picker_heavy_2v4,1,1,0,4,,1036,,3.861003861,,901.544401544,,233.5,,0,,,,0.14897039897,,24,
Battery,Shared,Natural,gemma 12b,small_balanced_2v2,1,1,0,0,,500,,0,,322,,,,0,,,,0.1025,,,
Battery,Shared,Natural,gemma 12b,small_agv_heavy_4v2,1,1,0,9,,1489,,6.04432505037,,740.765614506,,122.555555556,,0,,,,0.0808148645623,,41,
Battery,Shared,Natural,gemma 12b,medium_balanced_4v4,1,1,0,6,,809,,7.41656365884,,1469.71569839,,198.166666667,,0,,,,0.117583436341,,46,
Battery,Shared,Natural,gemma 12b,medium_agv_heavy_6v2,1,1,0,6,,951,,6.30914826498,,878.023133544,,139.166666667,,0,,,,0.0642744479495,,40,
Battery,Shared,Natural,phi4,tiny_balanced_1v1,1,1,0,1,,535,,1.8691588785,,177.570093458,,95,,0,,,,0.119626168224,,35,
Battery,Shared,Natural,phi4,small_picker_heavy_2v4,1,1,0,12,,1650,,7.27272727273,,1313.33333333,,180.583333333,,0,,,,0.169797979798,,24,
Battery,Shared,Natural,phi4,small_balanced_2v2,1,1,0,1,,572,,1.74825174825,,361.888111888,,207,,0,,,,0.10708041958,,72,
Battery,Shared,Natural,phi4,small_agv_heavy_4v2,1,1,0,10,,1352,,7.39644970414,,801.775147929,,108.4,,0,,,,0.0860453648915,,41,
Battery,Shared,Natural,phi4,medium_balanced_4v4,1,1,0,4,,610,,6.55737704918,,1898.36065574,,289.5,,0,,,,0.16393442623,,46,
Battery,Shared,Natural,phi4,medium_agv_heavy_6v2,1,1,0,4,,632,,6.32911392405,,618.670886076,,97.75,,0,,,,0.0658623417722,,32,
Battery,Shared,Natural,qwen 14b (2.5),tiny_balanced_1v1,1,1,0,1,,535,,1.8691588785,,340.186915888,,182,,0,,,,0.092523364486,,35,
Battery,Shared,Natural,qwen 14b (2.5),small_picker_heavy_2v4,1,1,0,9,,1137,,7.91556728232,,1859.27880387,,234.888888889,,0,,,,0.133245382586,,24,
Battery,Shared,Natural,qwen 14b (2.5),small_balanced_2v2,1,1,0,2,,942,,2.12314225053,,423.566878981,,199.5,,0,,,,0.10483014862,,72,
Battery,Shared,Natural,qwen 14b (2.5),small_agv_heavy_4v2,1,1,0,9,,1041,,8.64553314121,,1730.06724304,,200.111111111,,0,,,,0.0573166826769,,41,
Battery,Shared,Natural,qwen 14b (2.5),medium_balanced_4v4,1,1,0,5,,937,,5.33617929562,,1453.57524013,,272.4,,0,,,,0.148612593383,,49,
Battery,Shared,Natural,qwen 14b (2.5),medium_agv_heavy_6v2,1,1,0,5,,934,,5.35331905782,,657.3875803,,122.8,,0,,,,0.06852248394,,32,
Battery + Shelf,Centralized,Json,llama 1b (3.2),tiny_balanced_1v1,1,1,0,0,,500,,0,,520,,,,0,,0.130769230769,,0,,,
Battery + Shelf,Centralized,Json,llama 1b (3.2),small_picker_heavy_2v4,1,1,0,0,,500,,0,,982,,,,0,,0,,0,,,
Battery + Shelf,Centralized,Json,llama 1b (3.2),small_balanced_2v2,1,1,0,0,,500,,0,,596,,,,0.684563758389,,0.255033557047,,0,,,
Battery + Shelf,Centralized,Json,llama 1b (3.2),small_agv_heavy_4v2,1,1,0,0,,500,,0,,810,,,,0.345679012346,,0.217283950617,,0.00133333333333,,,
Battery + Shelf,Centralized,Json,llama 1b (3.2),medium_balanced_4v4,1,1,0,0,,500,,0,,600,,,,0.236666666667,,0.0866666666667,,0.0115,,,
Battery + Shelf,Centralized,Json,llama 1b (3.2),medium_agv_heavy_6v2,1,1,0,0,,500,,0,,736,,,,0.502717391304,,0.247282608696,,0.0375,,,
Battery + Shelf,Centralized,Json,llama 3b (3.2),tiny_balanced_1v1,1,1,0,0,,500,,0,,292,,,,0,,0,,0.117,,,
Battery + Shelf,Centralized,Json,llama 3b (3.2),small_picker_heavy_2v4,1,1,0,5,,1500,,3.33333333333,,854.666666667,,256.4,,0.39391575663,,0.00546021840874,,0.181555555556,,161,
Battery + Shelf,Centralized,Json,llama 3b (3.2),small_balanced_2v2,1,1,0,0,,500,,0,,698,,,,0.160458452722,,0,,0.1235,,,
Battery + Shelf,Centralized,Json,llama 3b (3.2),small_agv_heavy_4v2,1,1,0,0,,500,,0,,768,,,,0.296875,,0.00520833333333,,0.155333333333,,,
Battery + Shelf,Centralized,Json,llama 3b (3.2),medium_balanced_4v4,1,1,0,4,,1078,,3.71057513915,,905.380333952,,244,,0.277663934426,,0.00717213114754,,0.174165120594,,108,
Battery + Shelf,Centralized,Json,llama 3b (3.2),medium_agv_heavy_6v2,1,1,0,1,,756,,1.32275132275,,814.814814815,,616,,0.349025974026,,0,,0.16087962963,,256,
Battery + Shelf,Centralized,Json,mistral 7b,tiny_balanced_1v1,1,1,0,9,,1989,,4.52488687783,,389.643036702,,86.1111111111,,0.00129032258065,,0.00258064516129,,0.15811965812,,54,
Battery + Shelf,Centralized,Json,mistral 7b,small_picker_heavy_2v4,1,1,0,15,,3018,,4.97017892644,,856.527501657,,172.333333333,,0.00967117988395,,0.000386847195358,,0.205268389662,,71,
Battery + Shelf,Centralized,Json,mistral 7b,small_balanced_2v2,1,1,0,0,,500,,0,,344,,,,0,,0,,0.102,,,
Battery + Shelf,Centralized,Json,mistral 7b,small_agv_heavy_4v2,1,1,0,16,,2254,,7.09849157054,,649.068322981,,91.4375,,0.00341763499658,,0,,0.103741496599,,38,
Battery + Shelf,Centralized,Json,mistral 7b,medium_balanced_4v4,1,1,0,8,,1417,,5.64573041637,,913.90261115,,161.875,,0.0185328185328,,0.0023166023166,,0.164343683839,,52,
Battery + Shelf,Centralized,Json,mistral 7b,medium_agv_heavy_6v2,1,1,0,14,,2483,,5.63834071687,,708.01449859,,125.571428571,,0.0136518771331,,0.000568828213879,,0.0853302456706,,30,
Battery + Shelf,Centralized,Natural,llama 1b (3.2),tiny_balanced_1v1,1,1,0,0,,500,,0,,834,,,,0.00479616306954,,,,0.019,,,
Battery + Shelf,Centralized,Natural,llama 1b (3.2),small_picker_heavy_2v4,1,1,0,0,,500,,0,,848,,,,0.775943396226,,,,0.178,,,
Battery + Shelf,Centralized,Natural,llama 1b (3.2),small_balanced_2v2,1,1,0,0,,500,,0,,716,,,,0.709497206704,,,,0.0845,,,
Battery + Shelf,Centralized,Natural,llama 1b (3.2),small_agv_heavy_4v2,1,1,0,0,,500,,0,,818,,,,0.655256723716,,,,0.126333333333,,,
Battery + Shelf,Centralized,Natural,llama 1b (3.2),medium_balanced_4v4,1,1,0,1,,734,,1.36239782016,,938.692098093,,689,,0.795355587808,,,,0.182391008174,,234,
Battery + Shelf,Centralized,Natural,llama 1b (3.2),medium_agv_heavy_6v2,1,1,0,0,,500,,0,,844,,,,0.684834123223,,,,0.06775,,,
Battery + Shelf,Centralized,Natural,llama 3b (3.2),tiny_balanced_1v1,1,1,0,0,,500,,0,,590,,,,0.071186440678,,,,0.182,,,
Battery + Shelf,Centralized,Natural,llama 3b (3.2),small_picker_heavy_2v4,1,1,0,0,,500,,0,,890,,,,1.06741573034,,,,0.351666666667,,,
Battery + Shelf,Centralized,Natural,llama 3b (3.2),small_balanced_2v2,1,1,0,0,,500,,0,,542,,,,0.206642066421,,,,0.129,,,
Battery + Shelf,Centralized,Natural,llama 3b (3.2),small_agv_heavy_4v2,1,1,0,20,,2226,,8.98472596586,,789.757412399,,87.9,,0.381683731513,,,,0.147723869422,,164,
Battery + Shelf,Centralized,Natural,llama 3b (3.2),medium_balanced_4v4,1,1,0,20,,2490,,8.03212851406,,798.795180723,,99.45,,0.722473604827,,,,0.174899598394,,109,
Battery + Shelf,Centralized,Natural,llama 3b (3.2),medium_agv_heavy_6v2,1,1,0,20,,1948,,10.2669404517,,666.837782341,,64.95,,0.311778290993,,,,0.104016940452,,32,
Battery + Shelf,Centralized,Natural,mistral 7b,tiny_balanced_1v1,1,1,0,11,,3399,,3.23624595469,,501.912327155,,155.090909091,,0.300117233294,,,,0.202559576346,,326,
Battery + Shelf,Centralized,Natural,mistral 7b,small_picker_heavy_2v4,1,1,0,7,,1890,,3.7037037037,,874.074074074,,236,,0.743946731235,,,,0.275925925926,,84,
Battery + Shelf,Centralized,Natural,mistral 7b,small_balanced_2v2,1,1,0,4,,1171,,3.41588385995,,707.941929974,,207.25,,0.770808202654,,,,0.200256191289,,91,
Battery + Shelf,Centralized,Natural,mistral 7b,small_agv_heavy_4v2,1,1,0,7,,1231,,5.68643379366,,562.956945573,,99,,0.535353535354,,,,0.134443541836,,58,
Battery + Shelf,Centralized,Natural,mistral 7b,medium_balanced_4v4,1,1,0,7,,1497,,4.67601870407,,804.943219773,,172.142857143,,0.646473029046,,,,0.202822311289,,169,
Battery + Shelf,Centralized,Natural,mistral 7b,medium_agv_heavy_6v2,1,1,0,13,,2268,,5.73192239859,,543.209876543,,94.7692307692,,0.629058441558,,,,0.0975529100529,,65,
Battery + Shelf,Shared,Json,llama 1b (3.2),tiny_balanced_1v1,1,1,0,1,,593,,1.68634064081,,998.313659359,,592,,0,,0,,0.00505902192243,,93,
Battery + Shelf,Shared,Json,llama 1b (3.2),small_picker_heavy_2v4,1,1,0,3,,813,,3.69003690037,,2403.44403444,,651.333333333,,0,,0,,0.0727757277573,,23,
Battery + Shelf,Shared,Json,llama 1b (3.2),small_balanced_2v2,1,1,0,3,,620,,4.83870967742,,2116.12903226,,437.333333333,,0,,0,,0.0213709677419,,46,
Battery + Shelf,Shared,Json,llama 1b (3.2),small_agv_heavy_4v2,1,1,0,5,,1517,,3.29597890574,,2403.42781806,,729.2,,0,,0,,0.0383432212701,,24,
Battery + Shelf,Shared,Json,llama 1b (3.2),medium_balanced_4v4,1,1,0,3,,598,,5.01672240803,,2229.09698997,,444.333333333,,0,,0,,0.00710702341137,,66,
