Objective,Arch,Prompt,Model,Scenario,Seed,Run,llm_calls,json_generation_failures,llm_missing_or_invalid_actions,charging_station_utilization_rate,elapsed_seconds,steps to first delivery,total deliveries,total steps,deliveries_per_1000_steps,llm_calls_per_1000_steps,llm_calls_per_delivery,invalid_action_rate,json_failure_rate,summary_json_path
Calls,Centralized,Json,llama 1b (3.2),medium_agv_heavy_6v2,0,valid_session1/session2-many-invalid,473,0,3758,0.0,1320.7305369377136,,0,500,0.0,946.0,,7.945031712473573,0.0,Battery-TA-RWARE/results/calls/centralized/json/valid_session1/llama3.2_1b/session2-many-invalid/medium_agv_heavy_6v2/json/summary.json
Calls,Centralized,Json,llama 1b (3.2),medium_balanced_4v4,0,valid_session1/session2-many-invalid,209,0,1053,0.013,11322.979447841644,,0,500,0.0,418.0,,5.038277511961723,0.0,Battery-TA-RWARE/results/calls/centralized/json/valid_session1/llama3.2_1b/session2-many-invalid/medium_balanced_4v4/json/summary.json
Calls,Centralized,Json,llama 1b (3.2),small_agv_heavy_4v2,0,valid_session1/session2-many-invalid,146,0,234,0.0,6942.6538326740265,,0,500,0.0,292.0,,1.6027397260273972,0.0,Battery-TA-RWARE/results/calls/centralized/json/valid_session1/llama3.2_1b/session2-many-invalid/small_agv_heavy_4v2/json/summary.json
Calls,Centralized,Json,llama 1b (3.2),small_balanced_2v2,0,valid_session1/session2-many-invalid,491,0,344,0.0,2221.959543466568,,0,500,0.0,982.0,,0.7006109979633401,0.0,Battery-TA-RWARE/results/calls/centralized/json/valid_session1/llama3.2_1b/session2-many-invalid/small_balanced_2v2/json/summary.json
Calls,Centralized,Json,llama 1b (3.2),tiny_balanced_1v1,0,valid_session1/session2-many-invalid,482,1,914,0.0,304.4318296909332,,0,500,0.0,964.0,,1.896265560165975,0.002074688796680498,Battery-TA-RWARE/results/calls/centralized/json/valid_session1/llama3.2_1b/session2-many-invalid/tiny_balanced_1v1/json/summary.json
Calls,Centralized,Json,mistral 7b,medium_agv_heavy_6v2,0,valid_session1,500,0,4000,0.0,30267.385519981384,,0,500,0.0,1000.0,,8.0,0.0,Battery-TA-RWARE/results/calls/centralized/json/valid_session1/mistral_7b/medium_agv_heavy_6v2/json/summary.json
Calls,Centralized,Json,mistral 7b,medium_balanced_4v4,0,valid_session1,479,0,3218,0.0,29059.21806049347,,0,500,0.0,958.0,,6.718162839248434,0.0,Battery-TA-RWARE/results/calls/centralized/json/valid_session1/mistral_7b/medium_balanced_4v4/json/summary.json
Calls,Centralized,Json,mistral 7b,small_agv_heavy_4v2,0,valid_session1,1081,0,4184,0.24322874765352642,64589.11962246895,111,5,1243,4.022526146419952,869.6701528559936,216.2,3.870490286771508,0.0,Battery-TA-RWARE/results/calls/centralized/json/valid_session1/mistral_7b/small_agv_heavy_4v2/json/summary.json
Calls,Centralized,Json,mistral 7b,small_balanced_2v2,0,valid_session1,953,0,2014,0.26301853486319504,55797.837277173996,106,3,1133,2.64783759929391,841.1297440423654,317.6666666666667,2.1133263378803777,0.0,Battery-TA-RWARE/results/calls/centralized/json/valid_session1/mistral_7b/small_balanced_2v2/json/summary.json
Calls,Centralized,Json,mistral 7b,tiny_balanced_1v1,0,valid_session1,287,0,300,0.258,15302.431960344315,,0,500,0.0,574.0,,1.0452961672473868,0.0,Battery-TA-RWARE/results/calls/centralized/json/valid_session1/mistral_7b/tiny_balanced_1v1/json/summary.json
Calls,Centralized,Natural,mistral 7b,medium_agv_heavy_6v2,0,session_20260423_193725,623,NA,3842,0.09698932926829268,35785.424305438995,76,3,656,4.573170731707317,949.6951219512196,207.66666666666666,6.166934189406099,NA,Battery-TA-RWARE/results/calls/centralized/natural/session_20260423_193725/mistral_7b/medium_agv_heavy_6v2/language/summary.json
Calls,Centralized,Natural,mistral 7b,medium_balanced_4v4,0,session_20260423_193725,690,NA,4323,0.13858321870701512,39976.01806974411,227,1,727,1.375515818431912,949.1059147180192,690.0,6.265217391304348,NA,Battery-TA-RWARE/results/calls/centralized/natural/session_20260423_193725/mistral_7b/medium_balanced_4v4/language/summary.json
Calls,Centralized,Natural,mistral 7b,small_agv_heavy_4v2,0,session_20260423_193725,500,NA,2958,0.0,29828.949582099915,,0,500,0.0,1000.0,,5.916,NA,Battery-TA-RWARE/results/calls/centralized/natural/session_20260423_193725/mistral_7b/small_agv_heavy_4v2/language/summary.json
Calls,Centralized,Natural,mistral 7b,small_picker_heavy_2v4,0,session_20260423_193725,674,NA,2690,0.2811515969410706,34329.45178580284,51,2,741,2.699055330634278,909.5816464237516,337.0,3.9910979228486645,NA,Battery-TA-RWARE/results/calls/centralized/natural/session_20260423_193725/mistral_7b/small_picker_heavy_2v4/language/summary.json
Battery + Shelf,Shared,Natural,mistral 7b,medium_agv_heavy_6v2,0,session_cps_20260618,3259,NA,16,0.19511935208866155,7145.010686635971,40,19,1173,16.19778346121057,2778.3461210571186,171.52631578947367,0.00490948143602332,NA,Battery-TA-RWARE/results/shelf/shared_context/natural/session_cps_20260618/mistral_7b/medium_agv_heavy_6v2/language/summary.json
Battery + Shelf,Shared,Natural,mistral 7b,medium_balanced_4v4,0,session_cps_20260618,919,NA,0,0.017008196721311476,3125.2398471832275,46,4,610,6.557377049180328,1506.5573770491803,229.75,0.0,NA,Battery-TA-RWARE/results/shelf/shared_context/natural/session_cps_20260618/mistral_7b/medium_balanced_4v4/language/summary.json
Battery + Shelf,Shared,Natural,mistral 7b,small_agv_heavy_4v2,0,session_cps_20260618,3185,NA,0,0.16866552446221206,5622.814741849899,41,19,1751,10.850942318675044,1818.9605939463163,167.6315789473684,0.0,NA,Battery-TA-RWARE/results/shelf/shared_context/natural/session_cps_20260618/mistral_7b/small_agv_heavy_4v2/language/summary.json
Battery + Shelf,Shared,Natural,mistral 7b,small_balanced_2v2,0,session_cps_20260618,1207,NA,0,0.21423076923076922,1723.2616415023804,39,3,650,4.615384615384615,1856.923076923077,402.3333333333333,0.0,NA,Battery-TA-RWARE/results/shelf/shared_context/natural/session_cps_20260618/mistral_7b/small_balanced_2v2/language/summary.json
Battery + Shelf,Shared,Natural,mistral 7b,small_picker_heavy_2v4,0,session_cps_20260618,3070,NA,0,0.04028520499108734,6773.5613532066345,24,8,935,8.556149732620321,3283.422459893048,383.75,0.0,NA,Battery-TA-RWARE/results/shelf/shared_context/natural/session_cps_20260618/mistral_7b/small_picker_heavy_2v4/language/summary.json
